"sno_student","school","questionnaire_type_initial","coding_round_2_final_coding","sno_questionnaire","sno_statement","sno_segment","sno","age","gender","school_grade","statement_Kinyarwanda","statement_English"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_1","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_2","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_1","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_2","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_1","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_2","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_3","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_1","motivation49s301_5",19,"male",3,"nkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_2","motivation49s301_5",19,"male",3,"nnkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_2","nms301_2_1","motivation49s301_2",19,"male",3,"imibare isaba umutwe utekereza ako kanya kandi njye numva amasomo yo gutanga ibitekerezo","mathematics demand for a brain to be fast/apt while i understand subjects that makes me think/give ideas"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_1","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_2","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_1","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_2","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_1","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_2","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_3","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_1","motivation49s301_5",19,"male",3,"nkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_2","motivation49s301_5",19,"male",3,"nnkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_2","nms301_2_1","motivation49s301_2",19,"male",3,"imibare isaba umutwe utekereza ako kanya kandi njye numva amasomo yo gutanga ibitekerezo","mathematics demand for a brain to be fast/apt while i understand subjects that makes me think/give ideas"
138,"A","demotivation","demotivation","ns302","nms302_10","nms302_10_1","motivation70s302_10",14,"male",3,"ntabihembo birimo","they are no prizes for it/i won't get rewarded for it"
138,"A","demotivation","demotivation","ns302","nms302_5","nms302_5_1","motivation70s302_5",14,"male",3,"nta bihembo birimo","they are no prizes for it/i won't get rewarded for it"
138,"A","demotivation","motivation","ns302","nms302_8","nms302_8_1","motivation70s302_8",14,"male",3,"bishimisha","i am happy/please about it"
138,"A","demotivation","demotivation","ns302","nms302_1","nms302_1_1","motivation70s302_1",14,"male",3,"ntabyishimiye","i am not pleased/happy about it"
138,"A","demotivation","demotivation","ns302","nms302_9","nms302_9_1","motivation70s302_9",14,"male",3,"bitanezeza","i am not happy about it"
138,"A","demotivation","demotivation","ns302","nms302_2","nms302_2_1","motivation70s302_2",14,"male",3,"bitanezeza","it does not make me happy"
138,"A","demotivation","demotivation","ns302","nms302_4","nms302_4_1","motivation70s302_4",14,"male",3,"numva ntabikunze","i feel like i don’t like/love it"
138,"A","demotivation","demotivation","ns302","nms302_6","nms302_6_1","motivation70s302_6",14,"male",3,"ntazi umwitozo ariyo mpamvu","the reason is that i don't know the exercises"
138,"A","demotivation","demotivation","ns302","nms302_7","nms302_7_1","motivation70s302_7",14,"male",3,"nta mwitozo nkunda","i don't like/love exercises"
138,"A","demotivation","demotivation","ns302","nms302_3","nms302_3_1","motivation70s302_3",14,"male",3,"nta bihembo birimo","i wont get rewarded"
102,"A","demotivation","motivation","ns315","nms315_1","nms315_1_1","motivation54s315_1",16,"male",3,"igihe cyose utsinda","i succeed it all the time"
102,"A","demotivation","demotivation","ns315","nms315_6","nms315_6_1","motivation54s315_6",16,"male",3,"nzatsindwa","i will fail"
102,"A","demotivation","demotivation","ns315","nms315_2","nms315_2_1","motivation54s315_2",16,"male",3,"mwanga","i hate"
102,"A","demotivation","demotivation","ns315","nms315_5","nms315_5_1","motivation54s315_5",16,"male",3,"rituma ntatera imbere uko mbishaka","it makes me not move forward as i wish to"
102,"A","demotivation","demotivation","ns315","nms315_4","nms315_4_1","motivation54s315_4",16,"male",3,"ntakizere wigirira mu binjyanye no ku wutsinda","you don’t have any confidence about you succeeding."
102,"A","demotivation","demotivation","ns315","nms315_3","nms315_3_1","motivation54s315_3",16,"male",3,"numva ungoye","it is hard for me"
